label,corrected_value,row_id,corp_name,rcept_no,field,extracted_value,quote,context,gate,gate_reason,pick,stratum,dart_url
correct,,E0073,에이전트AI,20260521000260,#2 청약 취급처 (대상자별 증권사 + 청약일),"entries=agent=""대표주관회사""의 본ㆍ지점, target=특별계좌 보유자(기존 '명부주주'), end_date=2026-07-30, start_date=2026-07-29 · agent=1) 주주확정일 현재 주식회사 에이전트에이아이의 주식을 예탁하고 있는 당해 증권회사 본ㆍ지점 2) ""대표주관회사""의 본ㆍ지점, target=일반주주(기존 '실질주주'), end_date=2026-07-30, start_date=2026-07-29 · agent=1) ""대표주관회사""의 본ㆍ지점, target=일반공모청약(""고위험고수익투자신탁등"" 및""벤처기업투자신탁"" 청약 포함), end_date=2026-08-04, start_date=2026-08-03","다. 청약취급처 청약대상자 청약취급처 청약일 구주주(신주인수권증서 보유자) 특별계좌 보유자(기존 '명부주주') ""대표주관회사""의 본ㆍ지점 2026년 07월 29일~ 2026년 07월 30일 일반주주(기존 '실질주주') 1) 주주확정일 현재 주식회사 에이전트에이아이의 주식을 예탁하고 있는 당해 증권회사 본ㆍ지점2) ""대표주관회사""의 본ㆍ지점 일반공모청약(""고위험고수익투자신탁등"" 및""벤처기업투자신탁"" 청약 포함) 1) ""대표주관회사""의 본ㆍ지점 2026년 08월 03일~ 2026년 08월 04일","…% H. 구주주 1주당 배정비율 (F/ E) 1.0010555887 주) 신주배정기준일 전 주식관련사채의 행사, 주식매수선택권의 행사, 자기주식수의 변동 등으로 인하여 1주당 배정비율이 변동될 수 있습니다. (생략) 【다. 청약취급처 청약대상자 청약취급처 청약일 구주주(신주인수권증서 보유자) 특별계좌 보유자(기존 '명부주주') ""대표주관회사""의 본ㆍ지점 2026년 07월 29일~ 2026년 07월 30일 일반주주(기존 '실질주주') 1) 주주확정일 현재 주식회사 에이전트에이아이의 주식을 예탁하고 있는 당해 증권회사 본ㆍ지점2) ""대표주관회사""의 본ㆍ지점 일반공모청약(""고위험고수익투자신탁등"" 및""벤처기업투자신탁"" 청약 포함) 1) ""대표주관회사""의 본ㆍ지점 2026년 08월 03일~ 2026년 08월 04일】 라. 신주인수권에 관한 사항 1)「자본시장과 금융투자업에 관한 법률」 제165의6조 제3항 및 「증권의 발행 및 공시 등에 관한 규정」 제5-19조에 의거하여 주주에게 신주인수권증서를 발행하며 신주인수권증서는 한국거…",passed,,random,R1_prose,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260521000260
correct,,E0074,에이전트AI,20260521000260,#3 실권주 처리 방식,"detail=구주주 청약 및 초과청약 결과 발생한 실권주 및 단수주는 대표주관회사가 일반공모를 진행하며, 일반공모 후 발생하는 최종 잔여주식은 대표주관회사가 인수함, method=일반공모","3) 일반공모 청약 : 상기 구주주 청약 및 초과청약 결과 발생한 실권주 및 단수주에 대하여는 ""대표주관회사""가 일반에게 공모하되","…약한도 주식수 = 신주인수권증서청약 한도주식수 + 초과청약한도 주식수나) 신주인수권증서청약 한도주식수 = 보유한 신주인수권증서의 수량다) 초과청약 한도주식수 = 신주인수권증서청약 한도주식수 × 초과청약 비율(20%) 【3) 일반공모 청약 : 상기 구주주 청약 및 초과청약 결과 발생한 실권주 및 단수주에 대하여는 ""대표주관회사""가 일반에게 공모하되】 , 「증권 인수업무 등에 관한 규정」제9조 제2항 제6호에 따라 ""고위험고수익투자신탁등""에 일반공모 배정분의 10%를 배정하고, ""벤처기업투자신탁""에 일반공모 배정분의 30%를 배정합니다. 나머지 주식은 개인청약자 …",passed,,random,R1_prose,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260521000260
correct,,E0075,에이전트AI,20260521000260,#4 초과청약 조건 (비율),"ratio=0.2, detail=배정신주 1주당 0.2주(20%) 비율로 초과청약 가능, allowed=True","2) 초과청약: 구주주(신주인수권증서 보유자) 청약 이후 발생한 실권주가 있는 경우, 실권주를 구주주(신주인수권증서 보유자)가 초과청약(초과청약비율: 배정신주 1주당 0.2주)한 주식수에 비례하여 배정하며","…99.99% H. 구주주 1주당 배정비율 (F/ E) 1.0010555887 주) 신주배정기준일 전 주식관련사채의 행사, 주식매수선택권의 행사, 자기주식수의 변동 등으로 인하여 1주당 배정비율이 변동될 수 있습니다. 【2) 초과청약: 구주주(신주인수권증서 보유자) 청약 이후 발생한 실권주가 있는 경우, 실권주를 구주주(신주인수권증서 보유자)가 초과청약(초과청약비율: 배정신주 1주당 0.2주)한 주식수에 비례하여 배정하며】 , 1주 미만의 주식은 절사하여 배정하지 않습니다(단, 초과청약 주식수가 실권주에 미달한 경우 100% 배정합니다).가) 청약한도 주식수 = 신주인수권증서청약 한도주식수 + 초과청약한도 주식수나) 신주인수권증서청약 …",passed,,random,R1_prose,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260521000260
correct,,E0076,에이전트AI,20260521000260,#5 발행가액 산정방법 (1·2차·확정 산식),"discount_rate=0.25, final_price_date=2026-07-24, final_price_method=Max{Min[1차 발행가액, 2차 발행가액], 청약일전 제3~5거래일 가중산술평균주가 기준 할인율 40% 적용가액}, first_price_method=신주배정기준일 전 제3거래일 기산 기준주가에 할인율 25% 적용: [기준주가 × (1-할인율)] / [1 + (증자비율 × 할인율)], second_price_method=구주주 청약일 전 제3거래일 기산 기준주가에 할인율 25% 적용: 기준주가 × (1-할인율)","▶ 확정 발행가액 = Max{Min[1차 발행가액, 2차 발행가액], 기준주가의 60%}최종 발행가액은 구주주청약일 초일 전 제3거래일에 결정되어 금융감독원 전자공시시스템에 공시될 예정이며","…터 제5거래일까지의 가중산술평균주가에서 40% 할인율을 적용하여 산정한 가격을 확정 발행가액으로 합니다. 단, 호가단위 미만은 호가단위로 절상하며, 그 가액이 액면가액 이하일 경우에는 액면가액을 발행가액으로 합니다. 【▶ 확정 발행가액 = Max{Min[1차 발행가액, 2차 발행가액], 기준주가의 60%}최종 발행가액은 구주주청약일 초일 전 제3거래일에 결정되어 금융감독원 전자공시시스템에 공시될 예정이며】 , 회사의 인터넷 홈페이지(http://www.agentai.xyz)에 공고하여 개별통지에 갈음할 예정입니다. ※ 일반공모 발행가액은 구주주 청약 시에 적용된 확정 발행가액을 동일하게 적용합니다. 나. 청약결과 배정…",passed,,random,R1_prose,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260521000260
correct,,E0077,에이전트AI,20260619000455,#1 신주인수권증서 상장·매매기간,(추출은 됐으나 하위 항목이 모두 null — 값 없음),라. 신주인수권에 관한 사항 1)「자본시장과 금융투자업에 관한 법률」 제165의6조 제3항 및 「증권의 발행 및 공시 등에 관한 규정」 제5-19조에 의거하여 주주에게 신주인수권증서를 발행하며 신주인수권증서는 한국거래소에 상장 예정입니다.2) 신주인수권증서 상장예정기간 : 추후 확정,"…주식회사 에이전트에이아이의 주식을 예탁하고 있는 당해 증권회사 본ㆍ지점2) ""대표주관회사""의 본ㆍ지점 일반공모청약(""고위험고수익투자신탁등"" 및""벤처기업투자신탁"" 청약 포함) 1) ""대표주관회사""의 본ㆍ지점 추후 확정 【라. 신주인수권에 관한 사항 1)「자본시장과 금융투자업에 관한 법률」 제165의6조 제3항 및 「증권의 발행 및 공시 등에 관한 규정」 제5-19조에 의거하여 주주에게 신주인수권증서를 발행하며 신주인수권증서는 한국거래소에 상장 예정입니다.2) 신주인수권증서 상장예정기간 : 추후 확정】 3) 금번 유상증자 시 신주인수권증서는 전자증권제도 시행일(2019년 09월 16일) 이후에 발행되고 상장될 예정으로 전자증권으로 발행됩니다. 주주가 증권사 계좌에 보유하고 있는 주식(기존 ""실질주주"" 보유주식)에 …",tbd,schedule_tbd — 일정이 추후결정 상태입니다,forced,R1_prose,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260619000455
correct,,E0078,에이전트AI,20260619000455,#2 청약 취급처 (대상자별 증권사 + 청약일),"entries=agent=""대표주관회사""의 본ㆍ지점, target=구주주(신주인수권증서 보유자) 특별계좌 보유자(기존 '명부주주') · agent=1) 주주확정일 현재 주식회사 에이전트에이아이의 주식을 예탁하고 있는 당해 증권회사 본ㆍ지점 2) ""대표주관회사""의 본ㆍ지점, target=일반주주(기존 '실질주주') · agent=1) ""대표주관회사""의 본ㆍ지점, target=일반공모청약(""고위험고수익투자신탁등"" 및""벤처기업투자신탁"" 청약 포함)","다. 청약취급처 청약대상자 청약취급처 청약일 구주주(신주인수권증서 보유자) 특별계좌 보유자(기존 '명부주주') ""대표주관회사""의 본ㆍ지점 추후 확정 일반주주(기존 '실질주주') 1) 주주확정일 현재 주식회사 에이전트에이아이의 주식을 예탁하고 있는 당해 증권회사 본ㆍ지점2) ""대표주관회사""의 본ㆍ지점 일반공모청약(""고위험고수익투자신탁등"" 및""벤처기업투자신탁"" 청약 포함) 1) ""대표주관회사""의 본ㆍ지점 추후 확정","…단수주는 배정하지 아니한다) 범위 내에서 청약한 수량만큼 배정합니다. 단, 신주배정기준일 현재 신주배정비율은 주식관련사채의 행사, 주식매수선택권의 행사, 자기주식수의 변동 등으로 인하여 변경될 수 있습니다. (생략) 【다. 청약취급처 청약대상자 청약취급처 청약일 구주주(신주인수권증서 보유자) 특별계좌 보유자(기존 '명부주주') ""대표주관회사""의 본ㆍ지점 추후 확정 일반주주(기존 '실질주주') 1) 주주확정일 현재 주식회사 에이전트에이아이의 주식을 예탁하고 있는 당해 증권회사 본ㆍ지점2) ""대표주관회사""의 본ㆍ지점 일반공모청약(""고위험고수익투자신탁등"" 및""벤처기업투자신탁"" 청약 포함) 1) ""대표주관회사""의 본ㆍ지점 추후 확정】 라. 신주인수권에 관한 사항 1)「자본시장과 금융투자업에 관한 법률」 제165의6조 제3항 및 「증권의 발행 및 공시 등에 관한 규정」 제5-19조에 의거하여 주주에게 신주인수권증서를 발행하며 신주인수권증서는 한국거…",tbd,schedule_tbd — 일정이 추후결정 상태입니다,forced,R1_prose,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260619000455
correct,,E0079,에이전트AI,20260619000455,#3 실권주 처리 방식,"detail=구주주 청약 및 초과청약 결과 발생한 실권주 및 단수주는 대표주관회사가 일반공모를 진행하며, 일반공모 후 발생하는 잔여주식은 대표주관회사가 인수함, method=일반공모","3) 일반공모 청약 : 상기 구주주 청약 및 초과청약 결과 발생한 실권주 및 단수주에 대하여는 ""대표주관회사""가 일반에게 공모하되, 「증권 인수업무 등에 관한 규정」제9조 제2항 제6호에 따라 ""고위험고수익투자신탁등""에 일반공모 배정분의 10%를 배정하고, ""벤처기업투자신탁""에 일반공모 배정분의 30%를 배정합니다.","…약한도 주식수 = 신주인수권증서청약 한도주식수 + 초과청약한도 주식수나) 신주인수권증서청약 한도주식수 = 보유한 신주인수권증서의 수량다) 초과청약 한도주식수 = 신주인수권증서청약 한도주식수 × 초과청약 비율(20%) 【3) 일반공모 청약 : 상기 구주주 청약 및 초과청약 결과 발생한 실권주 및 단수주에 대하여는 ""대표주관회사""가 일반에게 공모하되, 「증권 인수업무 등에 관한 규정」제9조 제2항 제6호에 따라 ""고위험고수익투자신탁등""에 일반공모 배정분의 10%를 배정하고, ""벤처기업투자신탁""에 일반공모 배정분의 30%를 배정합니다.】 나머지 주식은 개인청약자 및 기관투자자에 구분없이 배정합니다. ""고위험고수익투자신탁등""에 대한 일반공모 배정분 10%, ""벤처기업투자신탁""에 대한 일반공모 배정분 30% 및 개인투자자 및 기관투자자에 대한 일반공모 …",passed,,forced,R1_prose,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260619000455
correct,,E0080,에이전트AI,20260619000455,#4 초과청약 조건 (비율),"ratio=0.2, detail=구주주 청약 이후 발생한 실권주를 신주인수권증서 1주당 0.2주(20%) 한도로 초과청약 주식수에 비례하여 배정, allowed=True","2) 초과청약: 구주주(신주인수권증서 보유자) 청약 이후 발생한 실권주가 있는 경우, 실권주를 구주주(신주인수권증서 보유자)가 초과청약(초과청약비율: 배정신주 1주당 0.2주)한 주식수에 비례하여 배정하며, 1주 미만의 주식은 절사하여 배정하지 않습니다(단, 초과청약 주식수가 실권주에 미달한 경우 100% 배정합니다).","…00.00% H. 구주주 1주당 배정비율 (F/ E) 1.0010555887 주) 신주배정기준일 전 주식관련사채의 행사, 주식매수선택권의 행사, 자기주식수의 변동 등으로 인하여 1주당 배정비율이 변동될 수 있습니다. 【2) 초과청약: 구주주(신주인수권증서 보유자) 청약 이후 발생한 실권주가 있는 경우, 실권주를 구주주(신주인수권증서 보유자)가 초과청약(초과청약비율: 배정신주 1주당 0.2주)한 주식수에 비례하여 배정하며, 1주 미만의 주식은 절사하여 배정하지 않습니다(단, 초과청약 주식수가 실권주에 미달한 경우 100% 배정합니다).】 가) 청약한도 주식수 = 신주인수권증서청약 한도주식수 + 초과청약한도 주식수나) 신주인수권증서청약 한도주식수 = 보유한 신주인수권증서의 수량다) 초과청약 한도주식수 = 신주인수권증서청약 한도주식수 × 초과청약 비율(…",passed,,forced,R1_prose,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260619000455
correct,,E0081,에이전트AI,20260619000455,#5 발행가액 산정방법 (1·2차·확정 산식),"discount_rate=0.25, final_price_method=Max{Min[1차 발행가액, 2차 발행가액], 기준주가의 60%}, first_price_method=[기준주가 × (1-할인율)] / [1 + (증자비율 × 할인율)], second_price_method=기준주가 × (1-할인율)","1) 1차 발행가액 : 신주배정기준일 전 제3거래일을 기산일로 하여 코스닥시장에서 성립된 거래대금을 거래량으로 가중산술평균한 1개월 가중산술평균주가, 1주일 가중산술평균주가 및 최근일 가중산술평균주가를 산술평균하여 산정한 가액과 최근일 가중산술평균주가 중 낮은 금액을 기준주가로 하여 할인율 25%를 적용, 아래의 산식에 의하여 산정된 발행가액(1차 발행가액)으로 합니다.","…액이 액면가액(500원) 이하일 경우에는 액면가액을 발행가액으로 하며, 호가 단위 미만은 절상합니다.▶ 예정 발행가액 = [기준주가 × (1- 할인율)] / [1 + (증자비율 × 할인율)]■ 확정 발행가액 산출근거 【1) 1차 발행가액 : 신주배정기준일 전 제3거래일을 기산일로 하여 코스닥시장에서 성립된 거래대금을 거래량으로 가중산술평균한 1개월 가중산술평균주가, 1주일 가중산술평균주가 및 최근일 가중산술평균주가를 산술평균하여 산정한 가액과 최근일 가중산술평균주가 중 낮은 금액을 기준주가로 하여 할인율 25%를 적용, 아래의 산식에 의하여 산정된 발행가액(1차 발행가액)으로 합니다.】 단, 호가단위 미만은 호가단위로 절상하며, 그 가액이 액면가액 이하일 경우에는 액면가액을 발행가액으로 합니다.▶ 1차 발행가액 = [기준주가 × (1-할인율)] / [1 + (증자비율 × 할인율)]2) 2차 발행가액…",passed,,forced,R1_prose,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260619000455
correct,,E0082,에이전트AI,20260619000455,#10 정정 해석 (무엇이 바뀌어 D-day가 어떻게 이동했나),"field_moves=old=end_date=2026-07-20, start_date=2026-07-13, new_span=14280 · 14514, field_key=warrant_trading_period, new_rcept_no=20260619000455, old_rcept_no=20260521000260, new_span_status=resolved · new=entries=agent=""대표주관회사""의 본ㆍ지점, target=구주주(신주인수권증서 보유자) 특별계좌 보유자(기존 '명부주주') · agent=1) 주주확정일 현재 주식회사 에이전트에이아이의 주식을 예탁하고 있는 당해 증권회사 본ㆍ지점 2) ""대표주관회사""의 본ㆍ지점, target=일반주주(기존 '실질주주') · agent=1) ""대표주관회사""의 본ㆍ지점, target=일반공모청약(""고위험고수익투자신탁등"" 및""벤처기업투자신탁"" 청약 포함), old=entries=agent=""대표주관회사""의 본ㆍ지점, target=특별계좌 보유자(기존 '명부주주'), end_date=2026-07-30, start_date=2026-07-29 · agent=1) 주주확정일 현재 주식회사 에이전트에이아이의 주식을 예탁하고 있는 당해 증권회사 본ㆍ지점 2) ""대표주관회사""의 본ㆍ지점, target=일반주주(기존 '실질주주'), end_date=2026-07-30, start_date=2026-07-29 · agent=1) ""대표주관회사""의 본ㆍ지점, target=일반공모청약(""고위험고수익투자신탁등"" 및""벤처기업투자신탁"" 청약 포함), end_date=2026-08-04, start_date=2026-08-03, new_span=12608 · 14212, field_key=subscription_agents …","당사가 제출한 증권신고서(지분증권)에 대하여 금융감독원으로부터 정정신고서 제출 요구(2026년 06월 08일)를 받은 바, 기 제출된 증권신고서는 그 효력이 정지됩니다. 이에 따라 신주 발행가액 확정일, 청약일 및 납입일 등 증권 발행과 관련한 전반적인 일정은 본 보고서 제출일 현재 확정된 바가 없습니다.","…, 부수사항 및 제비용 집행 등 세부사항은 대표이사에게 위임합니다. 5) 신주배정기준일 현재 주주 확정을 위한 주주명부폐쇄기간(예정)은 2026년 06월 25일부터 2026년 07월 01일까지입니다. 주1. 정정 후 【당사가 제출한 증권신고서(지분증권)에 대하여 금융감독원으로부터 정정신고서 제출 요구(2026년 06월 08일)를 받은 바, 기 제출된 증권신고서는 그 효력이 정지됩니다. 이에 따라 신주 발행가액 확정일, 청약일 및 납입일 등 증권 발행과 관련한 전반적인 일정은 본 보고서 제출일 현재 확정된 바가 없습니다.】 아울러 정정신고서 제출요구를 받은 후 3개월 이내에 정정신고서를 제출하지 아니하는 경우에는 제출된 증권신고서는 「자본시장과 금융투자업에 관한 법률」 제122조제6항에 따라 철회된 것으로 간주됩니다. 당사는 추가기재 …",passed,,forced,R1_prose,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260619000455
correct,,E0083,엔젠바이오,20260720000266,#10 정정 해석 (무엇이 바뀌어 D-day가 어떻게 이동했나),"field_moves=new=entries=agent=(주)상상인증권의 본ㆍ지점, target=구주주(신주인수권증서 보유자) 특별계좌 보유자(기존 '명부주주'), end_date=2026-09-10, start_date=2026-09-09 · agent=1) 주주확정일 현재 당사의 주식을 예탁하고 있는 당해 증권회사 본ㆍ지점2) (주)상상인증권의 본ㆍ지점, 홈페이지, HTS, MTS, target=구주주(신주인수권증서 보유자) 일반주주(기존 '실질주주'), end_date=2026-09-10, start_date=2026-09-09 · agent=(주)상상인증권의 본ㆍ지점, 홈페이지, HTS, MTS, target=일반공모청약(고위험고수익투자신탁등,벤처기업투자신탁 청약 포함), end_date=2026-09-15, start_date=2026-09-14, old=entries=agent=(주)상상인증권의 본ㆍ지점, target=특별계좌 보유자(기존 '명부주주'), end_date=2026-09-10, start_date=2026-09-09 · agent=1) 주주확정일 현재 당사의 주식을 예탁하고 있는 당해 증권회사 본ㆍ지점 2) (주)상상인증권의 본ㆍ지점, 홈페이지, HTS, MTS, target=일반주주(기존 '실질주주'), end_date=2026-09-10, start_date=2026-09-09 · agent=(주)상상인증권의 본ㆍ지점, 홈페이지, HTS, MTS, target=일반공모청약(고위험고수익투자신탁등,벤처기업투자신탁 청약 포함), end_date=2026-09-15, start_date=2026-09-14, new_span=29305 · 30822, field_key=subscription_agents, new_rcept_no=20260720000266 …","3. 정정사항 항 목 정정사유 정 정 전 정 정 후 4. 자금조달의 목적 1차 발행가액 확정에 따른 정정 4. 자금조달의 목적 시설자금 (원) - 영업양수자금 (원) - 운영자금 (원) 17,315,250,000 채무상환자금 (원) 5,100,000,000 타법인 증권취득자금 (원) - 기타자금 (원) - 4. 자금조달의 목적 시설자금 (원) - 영업양수자금 (원) - 운영자금 (원) 3,679,100,000 채무상환자금 (원) 4,000,000,000 타법인 증권취득자금 (원) - 기타자금 (원) -","…정 정 신 고 (보고) 2026년 07월 20일 1. 정정대상 공시서류 : 주요사항보고서(유상증자결정) 2. 정정대상 공시서류의 최초제출일 : 2026년 04월 27일 【3. 정정사항 항 목 정정사유 정 정 전 정 정 후 4. 자금조달의 목적 1차 발행가액 확정에 따른 정정 4. 자금조달의 목적 시설자금 (원) - 영업양수자금 (원) - 운영자금 (원) 17,315,250,000 채무상환자금 (원) 5,100,000,000 타법인 증권취득자금 (원) - 기타자금 (원) - 4. 자금조달의 목적 시설자금 (원) - 영업양수자금 (원) - 운영자금 (원) 3,679,100,000 채무상환자금 (원) 4,000,000,000 타법인 증권취득자금 (원) - 기타자금 (원) -】 6. 신주 발행가액 1차 발행가액 확정에 따른 정정 예정발행가 보통주식 (원) 3,135 기타주식 (원) - 예정발행가 보통주식 (원) 1,074…",passed,,booster,R1_prose,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260720000266
correct,,E0084,이렘,20260722000447,#1 신주인수권증서 상장·매매기간,"end_date=2026-09-08, start_date=2026-09-02",3) 신주인수권증서 상장예정기간 : 2026년 09월 02일 ~ 2026년 09월 08일,… '자본시장과 금융투자업에 관한 법률' 제165의 6조 3항 및 '증권의 발행 및 공시 등에 관한 규정' 제5-19조에 의거하여 주주에게 신주인수권증서를 발행합니다.2) 신주인수권증서는 한국거래소에 상장 예정입니다. 【3) 신주인수권증서 상장예정기간 : 2026년 09월 02일 ~ 2026년 09월 08일】 4) 금번 유상증자시 신주인수권증서는 전자증권제도 시행일(2019년 9월 16일) 이후에 발행되고 상장될 예정으로 전자증권으로 발행됩니다. 주주가 증권사 계좌에 보유하고 있는 주식(기존 '실질주주' 보유주식)에 대하…,passed,,forced,R1_prose,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260722000447
correct,,E0085,이렘,20260722000447,#2 청약 취급처 (대상자별 증권사 + 청약일),"entries=agent=대표주관회사의 본ㆍ지점, target=구주주(신주인수권증서 보유자) 특별계좌 보유자(기존 '명부주주'), end_date=2026-09-18, start_date=2026-09-17 · agent=1) 주주확정일 현재 당사의 주식을 예탁하고 있는 당해 증권회사 본ㆍ지점 2) 대표주관회사의 본ㆍ지점, 홈페이지, HTS, MTS, target=구주주(신주인수권증서 보유자) 일반주주(기존 '실질주주'), end_date=2026-09-18, start_date=2026-09-17","다. 청약취급처 청약대상자 청약취급처 청약일 구주주(신주인수권증서 보유자) 특별계좌 보유자(기존 '명부주주') 대표주관회사의 본ㆍ지점 2026년 09월 17일~ 2026년 09월 18일 일반주주(기존 '실질주주') 1) 주주확정일 현재 당사의 주식을 예탁하고 있는 당해 증권회사 본ㆍ지점2) 대표주관회사의 본ㆍ지점, 홈페이지, HTS, MTS","…권증서 보유자)가 초과청약(초과청약비율 : 배정 신주 1주당 0.2주)한 주식수에 비례하여 배정하며, 1주 미만의 주식은 절사하여 배정하지 않습니다. 단, 초과청약 주식수가 실권주에 미달한 경우 100% 배정합니다. 【다. 청약취급처 청약대상자 청약취급처 청약일 구주주(신주인수권증서 보유자) 특별계좌 보유자(기존 '명부주주') 대표주관회사의 본ㆍ지점 2026년 09월 17일~ 2026년 09월 18일 일반주주(기존 '실질주주') 1) 주주확정일 현재 당사의 주식을 예탁하고 있는 당해 증권회사 본ㆍ지점2) 대표주관회사의 본ㆍ지점, 홈페이지, HTS, MTS】 라. 신주인수권에 관한 사항 1) '자본시장과 금융투자업에 관한 법률' 제165의 6조 3항 및 '증권의 발행 및 공시 등에 관한 규정' 제5-19조에 의거하여 주주에게 신주인수권증서를 발행합니다.2) 신주인수권증서…",passed,,forced,R1_prose,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260722000447
correct,,E0086,이렘,20260722000447,#3 실권주 처리 방식,"detail=구주주 청약 이후 발생한 실권주는 초과청약한 주식수에 비례하여 배정하며, 초과청약 후 잔여 실권주에 대한 일반공모 또는 인수 처리 계획은 기재되어 있지 않음, method=기타","2) 초과청약구주주(신주인수권증서 보유자) 청약 이후 발생한 실권주가 있는 경우, 실권주를 구주주(신주인수권증서 보유자)가 초과청약(초과청약비율 : 배정 신주 1주당 0.2주)한 주식수에 비례하여 배정하며, 1주 미만의 주식은 절사하여 배정하지 않습니다. 단, 초과청약 주식수가 실권주에 미달한 경우 100% 배정합니다.","…(단, 1주 미만은 절사함)로 하고, 배정범위 내에서 청약한 수량만큼 배정합니다. 단, 신주배정기준일 전 주식관련사채의 권리행사, 주식매수선택권의 행사, 자기주식의 변동 등으로 1주당 배정비율이 변동될 수 있습니다. 【2) 초과청약구주주(신주인수권증서 보유자) 청약 이후 발생한 실권주가 있는 경우, 실권주를 구주주(신주인수권증서 보유자)가 초과청약(초과청약비율 : 배정 신주 1주당 0.2주)한 주식수에 비례하여 배정하며, 1주 미만의 주식은 절사하여 배정하지 않습니다. 단, 초과청약 주식수가 실권주에 미달한 경우 100% 배정합니다.】 다. 청약취급처 청약대상자 청약취급처 청약일 구주주(신주인수권증서 보유자) 특별계좌 보유자(기존 '명부주주') 대표주관회사의 본ㆍ지점 2026년 09월 17일~ 2026년 09월 18일 일반주주(기존 '실질주주') …",failed,method_not_enumerated — 실권주 처리 방식이 정해진 유형에 없습니다,forced,R1_prose,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260722000447
correct,,E0087,이렘,20260722000447,#4 초과청약 조건 (비율),"ratio=0.2, detail=구주주(신주인수권증서 보유자) 청약 이후 발생한 실권주가 있는 경우, 실권주를 초과청약(배정 신주 1주당 0.2주)한 주식수에 비례하여 배정, allowed=True","2) 초과청약구주주(신주인수권증서 보유자) 청약 이후 발생한 실권주가 있는 경우, 실권주를 구주주(신주인수권증서 보유자)가 초과청약(초과청약비율 : 배정 신주 1주당 0.2주)한 주식수에 비례하여 배정하며, 1주 미만의 주식은 절사하여 배정하지 않습니다.","…(단, 1주 미만은 절사함)로 하고, 배정범위 내에서 청약한 수량만큼 배정합니다. 단, 신주배정기준일 전 주식관련사채의 권리행사, 주식매수선택권의 행사, 자기주식의 변동 등으로 1주당 배정비율이 변동될 수 있습니다. 【2) 초과청약구주주(신주인수권증서 보유자) 청약 이후 발생한 실권주가 있는 경우, 실권주를 구주주(신주인수권증서 보유자)가 초과청약(초과청약비율 : 배정 신주 1주당 0.2주)한 주식수에 비례하여 배정하며, 1주 미만의 주식은 절사하여 배정하지 않습니다.】 단, 초과청약 주식수가 실권주에 미달한 경우 100% 배정합니다. 다. 청약취급처 청약대상자 청약취급처 청약일 구주주(신주인수권증서 보유자) 특별계좌 보유자(기존 '명부주주') 대표주관회사의 본ㆍ지점 2026년 09…",passed,,forced,R1_prose,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260722000447
